incident_id,person_id,person_name,role_in_incident,arrested,chargesheeted,arrest_date
INC000028,P000629,Ramulu Reddy,SUSPECT,1,1,2026-10-24
INC000028,P000657,Bhagaban Mohanty,ABSCONDING_ACCUSED,1,1,2026-09-30
INC000028,P000661,Rajendran Thevar,ACCUSED,1,1,2026-09-06
INC000028,P000613,Sasmita Behera,ACCUSED,1,1,2026-07-07
INC000028,P000612,Sudhakar Prasad,SUSPECT,0,0,
INC000028,P001261,Sabitri Adhikari,COMPLAINANT,0,0,
INC000028,P001144,Rekha Nagar,VICTIM,0,0,
INC000028,P001042,Yusuf Shaikh,WITNESS,0,0,
INC000029,P000731,Aarti Shinde,ACCUSED,1,1,2026-10-02
INC000029,P000718,Haroon Pathan,SUSPECT,0,0,
INC000029,P001306,Rajni Bhardwaj,COMPLAINANT,0,0,
INC000029,P001473,Shabana Qureshi,VICTIM,0,0,
INC000030,P000556,Zubair Saifi,ACCUSED,0,0,
INC000030,P000520,Simranjit Bains,ABSCONDING_ACCUSED,1,0,2021-11-11
INC000030,P001270,Meena Jaiswal,COMPLAINANT,0,0,
INC000030,P001337,Snehal Shinde,VICTIM,0,0,
INC000031,P000853,Rajesh Jaiswal,SUSPECT,0,0,
INC000031,P000846,Mahesh Shukla,SUSPECT,1,0,2025-04-23
INC000031,P000867,Lekhraj Bhardwaj,ACCUSED,0,0,
INC000031,P000868,Satish Maurya,SUSPECT,0,0,
INC000031,P001033,Thangaraj Chettiar,COMPLAINANT,0,0,
INC000031,P001090,Rekha Awasthi,VICTIM,0,0,
INC000032,P000008,Tanveer Idrisi,ACCUSED,1,1,2024-07-26
INC000032,P000076,Divyesh Shah,ACCUSED,1,1,2024-09-21
INC000032,P000091,Shahnawaz Hussain,ACCUSED,1,1,2024-10-07
INC000032,P000012,Vishal Shinde,SUSPECT,0,0,
INC000032,P001159,Rina Biswas,COMPLAINANT,0,0,
INC000032,P001254,Lekhraj Kashyap,VICTIM,0,0,
INC000033,P000128,Jasbir Kang,ABSCONDING_ACCUSED,0,0,
INC000033,P000123,Bhoma Poonia,ACCUSED,1,1,2026-11-06
INC000033,P000110,Iqbal Pathan,ACCUSED,1,1,2026-09-14
INC000033,P001227,Tapan Ghosh,COMPLAINANT,0,0,
INC000034,P000418,Gopal Naskar,ACCUSED,1,1,2023-05-27
INC000034,P000455,Kartik Majumdar,SUSPECT,0,0,
INC000034,P000456,Manju Prajapati,ACCUSED,1,0,2023-05-05
INC000034,P000461,Palash Sarkar,ABSCONDING_ACCUSED,1,1,2023-09-03
INC000034,P001185,Peter Lobo,COMPLAINANT,0,0,
INC000034,P001198,Iqbal Hussain,VICTIM,0,0,
INC000034,P001335,Manoj Srivastava,WITNESS,0,0,
INC000035,P000544,Iqbal Malik,ACCUSED,0,0,
INC000035,P000537,Harbhajan Bhullar,SUSPECT,1,1,2022-03-13
INC000035,P001111,Ravinder Prasad,COMPLAINANT,0,0,
INC000035,P001497,Deepak Singh,VICTIM,0,0,
INC000036,P000847,Yumnam Marak,ABSCONDING_ACCUSED,1,1,2024-07-19
INC000036,P000865,Padma Yadav,ACCUSED,1,1,2024-08-14
INC000036,P000878,Srinivas Bandari,ACCUSED,1,1,2024-07-26
INC000036,P000864,Rambabu Goud,ACCUSED,0,0,
INC000036,P000862,Ngangbam Brahma,SUSPECT,1,1,2024-09-30
INC000036,P001191,Imran Chaudhary,COMPLAINANT,0,0,
INC000036,P001410,Sanjay Yadav,VICTIM,0,0,
INC000037,P000704,Udaiveer Srivastava,SUSPECT,1,0,2023-07-02
INC000037,P000706,Balbir Baghel,SUSPECT,1,1,2023-10-24
INC000037,P000712,Basanta Panda,SUSPECT,1,0,2023-10-21
INC000037,P001462,Shyamlal Awasthi,COMPLAINANT,0,0,
INC000037,P001194,Arif Saifi,VICTIM,0,0,
INC000037,P001450,Chitra Chettiar,WITNESS,0,0,
INC000038,P000724,Pandurang Naik,ACCUSED,1,1,2026-02-19
INC000038,P000729,Vinod Bhadauria,ACCUSED,1,1,2025-12-20
INC000038,P000744,Hardik Thakor,SUSPECT,1,0,2025-12-03
INC000038,P000732,Bhaskar Shinde,SUSPECT,1,1,2026-04-05
INC000038,P001354,Sachin Salunkhe,COMPLAINANT,0,0,
INC000038,P001444,Clara Coutinho,VICTIM,0,0,
INC000039,P000714,Divyesh Vaghela,ABSCONDING_ACCUSED,0,0,
INC000039,P000719,Yusuf Khan,ACCUSED,0,0,
INC000039,P000735,Vipul Parmar,ACCUSED,0,0,
INC000039,P001002,Suman Sisodia,COMPLAINANT,0,0,
INC000039,P001412,Savita Saini,VICTIM,0,0,
INC000039,P001128,Mousumi Adhikari,WITNESS,0,0,
INC000040,P000743,Har Prasad Sharma,ACCUSED,1,1,2026-06-28
INC000040,P000760,Ashfaq Shaikh,ACCUSED,0,0,
INC000040,P000755,Nilesh Bhoir,SUSPECT,0,0,
INC000040,P000756,Shakeel Malik,ACCUSED,0,0,
INC000040,P000719,Yusuf Khan,ACCUSED,0,0,
INC000040,P000757,Ashfaq Rahman,SUSPECT,1,1,2026-12-20
INC000040,P000746,Swapnil Kadam,ACCUSED,0,0,
INC000040,P001184,Mallesh Mudiraj,COMPLAINANT,0,0,
INC000040,P001491,Shabana Siddiqui,WITNESS,0,0,
INC000041,P000673,Vijay Dubey,SUSPECT,1,1,2025-11-12
INC000041,P000702,Basanta Jena,ACCUSED,0,0,
INC000041,P000680,Prakash Dubey,ACCUSED,1,0,2025-08-19
INC000041,P000681,Ashim Biswas,ACCUSED,0,0,
INC000041,P000708,Rabindra Nayak,ABSCONDING_ACCUSED,1,1,2025-12-14
INC000041,P001115,Amol Kamble,COMPLAINANT,0,0,
INC000041,P001326,Nirmala Rajput,VICTIM,0,0,
INC000041,P001296,Elango Naicker,WITNESS,0,0,
INC000042,P000035,Sachin Bhosale,ABSCONDING_ACCUSED,1,1,2020-08-23
INC000042,P001439,Shabana Farooqui,COMPLAINANT,0,0,
INC000042,P001390,Naresh Srivastava,VICTIM,0,0,
INC000043,P000709,Akshaya Sahoo,ACCUSED,0,0,
INC000043,P001122,Nazia Ahmed,COMPLAINANT,0,0,
INC000043,P001004,Manjunath Bhat,VICTIM,0,0,
INC000043,P001372,Dhanapal Chettiar,WITNESS,0,0,
INC000044,P000707,Akshaya Sahoo,ACCUSED,0,0,
INC000044,P000676,Kartik Sardar,ACCUSED,0,0,
INC000044,P000702,Basanta Jena,ACCUSED,1,1,2024-06-11
INC000044,P001185,Peter Lobo,COMPLAINANT,0,0,
INC000044,P001463,Sudheer Menon,VICTIM,0,0,
INC000044,P001238,Nazia Malik,WITNESS,0,0,
INC000045,P000865,Padma Yadav,SUSPECT,1,1,2024-01-25
INC000045,P000850,Nagaraju Nallamothu,ACCUSED,0,0,
INC000045,P000860,Chandra Shekar Choudary,SUSPECT,0,0,
INC000045,P000846,Mahesh Shukla,ACCUSED,1,1,2023-12-24
INC000045,P000858,Randhir Nishad,ACCUSED,1,0,2024-04-01
INC000045,P001189,Jaswant Brar,COMPLAINANT,0,0,
INC000045,P001130,Seema Nishad,VICTIM,0,0,
INC000045,P001402,Falguni Bhatt,WITNESS,0,0,
INC000046,P000605,Pradip Chakraborty,ACCUSED,0,0,
INC000046,P000606,Tanveer Rahman,ABSCONDING_ACCUSED,1,0,2026-12-30
INC000046,P001239,Yogendra Bhadauria,COMPLAINANT,0,0,
INC000046,P001007,Naseer Saifi,VICTIM,0,0,
INC000046,P001024,Revathi Thevar,WITNESS,0,0,
INC000047,P000985,Arindam Chakraborty,SUSPECT,0,0,
INC000047,P000991,Nathu Beniwal,ABSCONDING_ACCUSED,1,0,2024-05-11
INC000047,P001331,Sukumar Pal,COMPLAINANT,0,0,
INC000047,P001095,Meena Nagar,VICTIM,0,0,
INC000048,P000891,Hariom Nishad,ACCUSED,0,0,
INC000048,P000972,Prakash Rai,ACCUSED,0,0,
INC000048,P001234,Kuldeep Awasthi,COMPLAINANT,0,0,
INC000048,P001249,Ganesh Pawar,VICTIM,0,0,
INC000048,P001045,Vidyawati Rathore,WITNESS,0,0,
INC000049,P000963,Sandip Bhoir,ACCUSED,0,0,
INC000049,P000926,Mariappan Annadurai,ACCUSED,1,1,2022-09-30
INC000049,P000899,Pradeep Pandey,ACCUSED,1,0,2022-11-24
INC000049,P001111,Ravinder Prasad,COMPLAINANT,0,0,
INC000049,P001476,Sandip Patil,VICTIM,0,0,
INC000049,P001155,Padma Kondapalli,WITNESS,0,0,
INC000050,P000518,Rukhsana Rahman,ACCUSED,1,1,2020-11-24
INC000050,P001253,Mousumi Ghosh,COMPLAINANT,0,0,
INC000050,P001469,Sandeep Mishra,VICTIM,0,0,
INC000051,P000981,Ibrahim Shaikh,ACCUSED,1,1,2026-06-24
INC000051,P000971,Bimal Adhikari,ACCUSED,0,0,
INC000051,P000989,Basanta Patra,ACCUSED,0,0,
INC000051,P001291,Hitesh Thakor,COMPLAINANT,0,0,
INC000051,P001008,Yasmin Alam,VICTIM,0,0,
INC000051,P001436,Alpesh Shah,WITNESS,0,0,
INC000052,P000079,Rasik Trivedi,ACCUSED,1,0,2024-03-30
INC000052,P000029,Ashwin Zala,ACCUSED,1,1,2023-11-27
INC000052,P001148,Kishan Jhala,COMPLAINANT,0,0,
INC000052,P001134,Mangamma Setty,VICTIM,0,0,
INC000052,P001405,Nagesh Angadi,WITNESS,0,0,
INC000053,P000481,Sajid Mansuri,ABSCONDING_ACCUSED,0,0,
INC000053,P000505,Nazia Khan,ACCUSED,0,0,
INC000053,P000476,Imran Rahman,ACCUSED,1,0,2023-03-18
INC000053,P000504,Jitendra Solanki,SUSPECT,1,1,2023-06-08
INC000053,P001299,Afsana Saifi,COMPLAINANT,0,0,
INC000053,P001243,Rajni Pandey,VICTIM,0,0,
INC000054,P000945,Bhaskar Dalvi,ACCUSED,0,0,
INC000054,P000901,Yogesh Rane,ACCUSED,1,1,2019-12-26
INC000054,P000992,Murugan Annadurai,ACCUSED,0,0,
INC000054,P000990,Ravi Naik,ACCUSED,1,1,2020-01-22
INC000054,P000944,Siddaraju Patil,ACCUSED,1,1,2019-09-23
INC000054,P000914,Shivanna Angadi,SUSPECT,0,0,
INC000054,P000921,Reshma Rahman,ACCUSED,1,0,2019-12-22
INC000054,P001148,Kishan Jhala,COMPLAINANT,0,0,
INC000054,P001028,Arun Baghel,VICTIM,0,0,
INC000054,P001243,Rajni Pandey,WITNESS,0,0,
INC000055,P000213,Ajay Tiwari,ACCUSED,0,0,
INC000055,P000220,Yogendra Gupta,ACCUSED,1,0,2026-04-27
INC000055,P001016,Preeti Rathore,COMPLAINANT,0,0,
INC000055,P001176,Amutha Pandian,VICTIM,0,0,
INC000055,P001256,Alwyn Noronha,WITNESS,0,0,
INC000056,P000985,Arindam Chakraborty,ABSCONDING_ACCUSED,1,0,2023-07-02
INC000056,P000917,Gurpreet Mann,ACCUSED,1,1,2023-09-22
INC000056,P001359,Sarita Gupta,COMPLAINANT,0,0,
INC000056,P001385,Rafiq Rahman,VICTIM,0,0,
INC000056,P001257,Vaishnavi Bhoir,WITNESS,0,0,
INC000057,P000947,Ratheesh Kurup,ACCUSED,1,1,2025-10-28
INC000057,P000885,Nepal Halder,ACCUSED,0,0,
INC000057,P000948,Xavier Almeida,ABSCONDING_ACCUSED,0,0,
INC000057,P000916,Anil Gupta,SUSPECT,1,0,2025-10-10
INC000057,P001000,Bhagya Angadi,ACCUSED,1,1,2025-06-27
INC000057,P000996,Udaiveer Thakur,ACCUSED,0,0,
INC000057,P000939,Chandru Shetty,SUSPECT,0,0,
INC000057,P001082,Shakeel Shaikh,COMPLAINANT,0,0,
INC000057,P001184,Mallesh Mudiraj,VICTIM,0,0,
INC000057,P001199,Sunil Chauhan,WITNESS,0,0,
INC000058,P000440,Swapan Gayen,ACCUSED,1,0,2023-05-12
INC000058,P000453,Hariom Shukla,ACCUSED,1,0,2023-04-17
INC000058,P001159,Rina Biswas,COMPLAINANT,0,0,
INC000058,P001148,Kishan Jhala,VICTIM,0,0,
INC000059,P000847,Yumnam Marak,ACCUSED,0,0,
INC000059,P000870,Mariappan Pandian,ACCUSED,0,0,
INC000059,P000848,Nagaraju Gupta,ACCUSED,1,1,2026-06-11
INC000059,P000867,Lekhraj Bhardwaj,ACCUSED,1,1,2026-07-03
INC000059,P001068,Kondaiah Bandari,COMPLAINANT,0,0,
INC000059,P001342,Prakash Patil,VICTIM,0,0,
INC000059,P001206,Mukesh Thakur,WITNESS,0,0,
INC000060,P000691,Arun Gupta,ACCUSED,0,0,
INC000060,P000677,Bhagaban Dash,SUSPECT,1,1,2026-08-20
INC000060,P001052,Bheru Vyas,COMPLAINANT,0,0,
INC000060,P001208,Hanumanthappa Hegde,VICTIM,0,0,
INC000060,P001249,Ganesh Pawar,WITNESS,0,0,
INC000061,P000713,Aarti More,SUSPECT,1,1,2026-07-01
INC000061,P000758,Ibrahim Shaikh,ACCUSED,0,0,
INC000061,P000745,Paresh Rabari,ACCUSED,1,1,2026-10-29
INC000061,P001222,Prasanna Behera,COMPLAINANT,0,0,
INC000061,P001007,Naseer Saifi,VICTIM,0,0,
INC000061,P001222,Prasanna Behera,WITNESS,0,0,
INC000062,P000469,Mohammed Baig,SUSPECT,1,1,2023-06-26
INC000062,P000424,Shanti Dubey,ACCUSED,1,0,2023-03-13
INC000062,P000461,Palash Sarkar,SUSPECT,0,0,
INC000062,P001123,Randhir Yadav,COMPLAINANT,0,0,
INC000062,P001249,Ganesh Pawar,VICTIM,0,0,
INC000063,P000406,Triloki Dubey,ACCUSED,0,0,
INC000063,P000390,Chitra Mudaliar,ACCUSED,1,0,2026-02-26
INC000063,P000386,Thangaraj Naicker,ABSCONDING_ACCUSED,1,1,2026-08-03
INC000063,P000387,Selvam Naicker,ABSCONDING_ACCUSED,0,0,
INC000063,P001172,Swapan Das,COMPLAINANT,0,0,
INC000063,P001227,Tapan Ghosh,VICTIM,0,0,
INC000064,P000761,Mahesh Pandey,ACCUSED,1,1,2023-12-13
INC000064,P000757,Ashfaq Rahman,ACCUSED,0,0,
INC000064,P001296,Elango Naicker,COMPLAINANT,0,0,
INC000064,P001254,Lekhraj Kashyap,VICTIM,0,0,
INC000064,P001234,Kuldeep Awasthi,WITNESS,0,0,
INC000065,P000929,Nitin Patil,SUSPECT,1,1,2019-03-19
INC000065,P000950,Nirmal Sardar,ACCUSED,1,1,2019-06-19
INC000065,P001066,Shibu Thomas,COMPLAINANT,0,0,
INC000065,P001050,Aparna Bose,VICTIM,0,0,
INC000066,P000978,Kuldeep Thakur,ACCUSED,1,1,2021-07-22
INC000066,P000926,Mariappan Annadurai,SUSPECT,1,1,2021-09-18
INC000066,P001186,Balaraju Mudiraj,COMPLAINANT,0,0,
INC000066,P001178,Javed Malik,VICTIM,0,0,
INC000067,P000962,Divyesh Bhatt,ACCUSED,1,1,2021-12-03
INC000067,P000881,Rajitha Naidu,SUSPECT,1,1,2021-11-07
INC000067,P000982,Nirmal Sarkar,SUSPECT,1,0,2022-01-19
INC000067,P000943,Ashfaq Farooqui,ACCUSED,0,0,
INC000067,P000938,Shanti Tomar,SUSPECT,1,0,2022-02-08
INC000067,P000957,Harjinder Sekhon,ACCUSED,1,1,2021-11-23
INC000067,P000917,Gurpreet Mann,ABSCONDING_ACCUSED,0,0,
INC000067,P001471,Sudarshan Swain,COMPLAINANT,0,0,
INC000067,P001281,Vidyawati Tiwari,VICTIM,0,0,
INC000067,P001394,Saravanan Gounder,WITNESS,0,0,
INC000068,P000869,Selvam Subramanian,SUSPECT,0,0,
INC000068,P000853,Rajesh Jaiswal,ACCUSED,0,0,
INC000068,P000877,Palanisamy Annadurai,ACCUSED,0,0,
INC000068,P001290,Baljit Toor,COMPLAINANT,0,0,
INC000068,P001039,Sanjay Kushwaha,VICTIM,0,0,
INC000069,P000855,Alemba Momin,ABSCONDING_ACCUSED,0,0,
INC000069,P000852,Mallesh Kumar,SUSPECT,1,1,2025-10-05
INC000069,P000871,Temjen Momin,SUSPECT,1,0,2025-12-07
INC000069,P000853,Rajesh Jaiswal,ACCUSED,1,0,2025-07-18
INC000069,P001405,Nagesh Angadi,COMPLAINANT,0,0,
INC000069,P001008,Yasmin Alam,VICTIM,0,0,
INC000069,P001477,Chhaya Bhattacharya,WITNESS,0,0,
INC000070,P000859,Thangaraj Naicker,ACCUSED,1,1,2020-12-11
INC000070,P000850,Nagaraju Nallamothu,ACCUSED,0,0,
INC000070,P001308,Chandrabhan Shukla,COMPLAINANT,0,0,
INC000070,P001001,Trilochan Swain,VICTIM,0,0,
INC000070,P001418,Dinesh Srivastava,WITNESS,0,0,
INC000071,P000679,Bandana Sardar,ACCUSED,1,1,2023-07-20
INC000071,P000668,Sarat Rout,ACCUSED,1,1,2023-10-17
INC000071,P001425,Shyamlal Saini,COMPLAINANT,0,0,
INC000071,P001181,Shahnaz Khan,VICTIM,0,0,
INC000072,P000822,Harjinder Sarao,ACCUSED,1,1,2025-04-10
INC000072,P000838,Chandrabhan Bhadauria,ACCUSED,1,0,2025-04-19
INC000072,P000812,Udaiveer Baghel,ACCUSED,0,0,
INC000072,P000828,Harjinder Kang,ACCUSED,1,1,2025-04-16
INC000072,P001073,Rajendran Thevar,COMPLAINANT,0,0,
INC000072,P001439,Shabana Farooqui,VICTIM,0,0,
INC000072,P001354,Sachin Salunkhe,WITNESS,0,0,
INC000073,P000851,Ilango Subramanian,ACCUSED,0,0,
INC000073,P000855,Alemba Momin,ACCUSED,1,1,2024-02-28
INC000073,P001357,Devi Lal Ranawat,COMPLAINANT,0,0,
INC000073,P001433,Reshma Idrisi,VICTIM,0,0,
