phone_id,device_id,imei,msisdn,first_seen,last_seen
PH000166,DEV000085,865456367988362,7070677693,2022-12-27,2026-06-30
PH000167,DEV000086,351505954761683,9163267392,2017-11-01,2026-06-30
PH000168,DEV000087,019704648555166,9700546801,2015-11-19,2026-06-30
PH000169,DEV000087,019704648555166,8859929179,2019-05-06,2026-06-30
PH000170,DEV000087,019704648555166,8848360901,2025-11-04,2026-05-26
PH000171,DEV000088,352348109452552,9993539103,2017-09-11,2026-06-30
PH000172,DEV000089,869643522173283,7329870109,2017-03-02,2026-06-30
PH000173,DEV000090,869802029172651,7809652612,2023-10-11,2026-06-30
PH000174,DEV000090,869802029172651,9665567323,2025-10-21,2026-08-28
PH000175,DEV000091,869037155860266,9413145625,2016-06-22,2026-06-30
PH000176,DEV000091,869037155860266,8478055922,2021-05-23,2021-10-12
PH000177,DEV000091,869037155860266,8864113507,2021-12-10,2026-06-30
PH000178,DEV000091,869037155860266,8947505220,2018-06-14,2026-06-30
PH000179,DEV000092,352129856724056,7247875080,2016-09-02,2026-06-30
PH000180,DEV000092,352129856724056,7544379366,2023-09-16,2026-06-30
PH000181,DEV000093,356904761029659,9085652642,2017-02-10,2026-06-30
PH000182,DEV000094,013770296705030,8252014876,2021-04-13,2021-07-19
PH000183,DEV000094,013770296705030,7505065069,2024-12-23,2026-06-30
PH000184,DEV000094,013770296705030,9520896760,2019-02-28,2026-06-30
PH000185,DEV000095,358804093362720,8204851199,2015-08-28,2026-06-30
PH000186,DEV000095,358804093362720,7572916942,2021-10-11,2022-10-25
PH000187,DEV000095,358804093362720,9958836607,2019-10-17,2026-06-30
PH000188,DEV000096,493175102958388,7727222155,2016-07-20,2026-06-30
PH000189,DEV000097,491045351356345,9416086249,2025-11-26,2026-12-05
PH000190,DEV000096,493175102958388,9107239191,2025-08-18,2025-11-09
PH000191,DEV000096,493175102958388,8269760223,2024-12-14,2025-10-30
PH000192,DEV000098,352553175504613,8415433825,2017-03-10,2026-06-30
PH000193,DEV000098,352553175504613,9480284571,2026-02-21,2026-06-30
PH000194,DEV000098,352553175504613,8013386136,2021-05-23,2026-06-30
PH000195,DEV000099,354072346150410,9767545769,2017-07-27,2026-06-30
PH000196,DEV000099,354072346150410,9052882313,2020-06-12,2026-06-30
PH000197,DEV000099,354072346150410,8338586922,2024-10-20,2026-06-30
PH000198,DEV000099,354072346150410,8139450698,2020-05-19,2020-11-20
PH000199,DEV000100,495190348308246,9239002950,2015-10-19,2026-06-30
PH000200,DEV000101,868585520101543,8803593417,2015-09-01,2026-06-30
PH000201,DEV000101,868585520101543,8339231867,2025-07-09,2026-06-30
PH000202,DEV000101,868585520101543,9557953564,2018-01-26,2026-06-30
PH000203,DEV000102,498704264697951,8118703221,2017-10-05,2026-06-30
PH000204,DEV000102,498704264697951,7303728102,2020-05-05,2026-06-30
PH000205,DEV000102,498704264697951,9522517666,2025-05-07,2025-06-02
PH000206,DEV000105,011909375770799,7323802944,2017-06-07,2026-06-30
PH000207,DEV000105,011909375770799,7495458938,2021-07-14,2026-06-30
PH000208,DEV000104,358286549078723,8022875120,2021-11-27,2026-06-30
PH000209,DEV000106,350284224170186,8112848369,2015-10-16,2026-06-30
PH000210,DEV000106,350284224170186,9115694906,2022-08-31,2026-06-30
PH000211,DEV000107,865210858375581,7705792517,2017-10-28,2026-06-30
PH000212,DEV000107,865210858375581,9279685462,2019-10-01,2026-06-30
PH000213,DEV000107,865210858375581,9053629213,2023-02-16,2024-03-05
PH000214,DEV000107,865210858375581,9994549497,2021-03-14,2026-06-30
PH000215,DEV000107,865210858375581,9665144446,2020-08-03,2020-12-30
PH000216,DEV000108,869254654763164,7319942817,2016-06-10,2026-06-30
PH000217,DEV000108,869254654763164,9219720409,2020-02-08,2026-06-30
PH000218,DEV000109,495237100295964,7754237246,2016-12-21,2026-06-30
PH000219,DEV000109,495237100295964,7920596425,2021-12-27,2026-06-30
PH000220,DEV000109,495237100295964,8301565399,2020-06-28,2026-06-30
PH000221,DEV000109,495237100295964,7186808835,2025-03-03,2026-06-30
PH000222,DEV000110,356108537007001,8836130144,2017-10-21,2026-06-30
PH000223,DEV000110,356108537007001,7728940117,2018-02-28,2026-06-30
PH000224,DEV000112,350214366594534,9639051011,2016-05-08,2026-06-30
PH000225,DEV000112,350214366594534,7349411632,2018-09-23,2026-06-30
PH000226,DEV000111,496548427494640,7025449655,2023-01-02,2023-09-22
PH000227,DEV000111,496548427494640,9026335231,2019-11-30,2026-06-30
PH000228,DEV000113,491438381674280,8382289657,2016-11-01,2026-06-30
PH000229,DEV000113,491438381674280,9857701411,2022-06-13,2026-06-30
PH000230,DEV000114,017438947528975,8239750579,2026-02-07,2026-03-26
PH000231,DEV000115,355482562739645,9240421001,2016-12-14,2026-06-30
PH000232,DEV000115,355482562739645,8179866269,2025-04-11,2026-06-30
PH000233,DEV000115,355482562739645,8237731252,2020-01-21,2026-06-30
PH000234,DEV000116,350182087163884,8778427751,2016-01-26,2026-06-30
PH000235,DEV000116,350182087163884,8285944164,2025-03-13,2026-04-09
PH000236,DEV000116,350182087163884,9463235185,2025-10-10,2026-02-27
PH000237,DEV000116,350182087163884,8044300745,2023-09-25,2026-06-30
PH000238,DEV000116,350182087163884,9836305757,2019-12-18,2026-06-30
PH000239,DEV000117,353628134135037,8779216501,2016-03-17,2026-06-30
PH000240,DEV000118,867866868998429,8444654482,2017-01-03,2026-06-30
PH000241,DEV000118,867866868998429,7131513465,2023-04-14,2023-10-25
PH000242,DEV000118,867866868998429,9634106572,2019-11-09,2020-08-15
PH000243,DEV000118,867866868998429,9710843971,2023-02-04,2026-06-30
PH000244,DEV000120,351767070022793,7342076513,2017-08-28,2026-06-30
PH000245,DEV000120,351767070022793,9592970453,2018-05-05,2026-06-30
PH000246,DEV000119,863785771712196,9056143153,2020-03-14,2026-06-30
PH000247,DEV000119,863785771712196,7024170364,2018-06-24,2026-06-30
PH000248,DEV000121,010412266435094,8987806465,2017-04-22,2026-06-30
PH000249,DEV000122,357181905974686,7992662247,2017-08-24,2026-06-30
PH000250,DEV000122,357181905974686,7817939969,2026-01-11,2026-06-30
PH000251,DEV000123,868580099986696,8324261033,2016-01-18,2026-06-30
PH000252,DEV000124,357699330381563,8904873597,2017-03-04,2026-06-30
PH000253,DEV000124,357699330381563,8422226461,2026-02-03,2026-06-30
PH000254,DEV000125,497381330983143,7206361128,2015-12-08,2026-06-30
PH000255,DEV000125,497381330983143,9889999628,2018-10-11,2019-06-08
PH000256,DEV000125,497381330983143,8812604858,2020-02-17,2026-06-30
PH000257,DEV000126,869617565779905,9828742565,2015-11-08,2026-06-30
PH000258,DEV000127,012511809545511,7681575015,2021-12-03,2026-06-30
PH000259,DEV000126,869617565779905,9314881514,2021-01-26,2026-06-30
PH000260,DEV000128,357330027632727,7801617064,2016-05-21,2026-06-30
PH000261,DEV000128,357330027632727,7364157337,2019-01-27,2026-06-30
PH000262,DEV000128,357330027632727,9145149514,2023-05-28,2026-06-30
PH000263,DEV000129,862384357993896,9960590473,2017-07-06,2026-06-30
PH000264,DEV000129,862384357993896,7645135996,2024-04-26,2026-06-30
PH000265,DEV000130,011422632621444,8547529497,2016-02-15,2026-06-30
PH000266,DEV000131,496868584311623,7396787788,2017-01-07,2026-06-30
PH000267,DEV000131,496868584311623,8390336931,2025-09-11,2026-02-10
PH000268,DEV000131,496868584311623,8326023564,2024-04-09,2026-06-30
PH000269,DEV000133,862569647413318,8860889586,2016-12-29,2026-06-30
PH000270,DEV000133,862569647413318,9286062098,2021-09-27,2022-04-06
PH000271,DEV000133,862569647413318,9147429636,2021-11-29,2022-04-16
PH000272,DEV000133,862569647413318,7808174425,2018-02-23,2026-06-30
PH000273,DEV000135,355614109661595,8331543099,2016-01-31,2026-06-30
PH000274,DEV000134,016160384952605,9235145228,2022-07-01,2026-06-30
PH000275,DEV000135,355614109661595,7752197064,2022-11-30,2023-11-08
PH000276,DEV000134,016160384952605,8232703491,2021-09-30,2026-06-30
PH000277,DEV000136,356936240885169,7030347112,2016-04-29,2026-06-30
PH000278,DEV000137,355741037622654,7603358233,2025-01-08,2025-04-08
PH000279,DEV000136,356936240885169,9623608422,2022-05-17,2026-06-30
PH000280,DEV000137,355741037622654,7248499198,2022-07-09,2023-04-20
PH000281,DEV000138,359768933450045,8581164466,2017-01-14,2026-06-30
PH000282,DEV000138,359768933450045,8011858110,2023-11-06,2026-06-30
PH000283,DEV000139,354047057126568,9466170616,2016-09-05,2026-06-30
PH000284,DEV000140,353870741420136,8267157111,2016-10-24,2026-06-30
PH000285,DEV000140,353870741420136,8325525761,2024-08-12,2026-06-30
PH000286,DEV000140,353870741420136,7599785321,2018-02-11,2018-05-11
PH000287,DEV000140,353870741420136,9690140565,2021-11-12,2026-06-30
PH000288,DEV000140,353870741420136,8804636919,2023-03-04,2026-06-30
PH000289,DEV000142,016451924279345,7978635723,2017-06-04,2026-06-30
PH000290,DEV000141,866898807757468,7721095496,2025-05-08,2026-06-30
PH000291,DEV000142,016451924279345,8317099511,2021-02-16,2026-06-30
PH000292,DEV000142,016451924279345,8855000444,2021-11-20,2026-06-30
PH000293,DEV000143,016601705939679,9187351187,2017-05-29,2026-06-30
PH000294,DEV000143,016601705939679,9110318872,2020-03-17,2026-06-30
PH000295,DEV000144,013767305858217,7224655295,2017-01-21,2026-06-30
PH000296,DEV000144,013767305858217,7618002149,2026-01-14,2026-06-30
PH000297,DEV000144,013767305858217,7791321836,2019-09-06,2026-06-30
PH000298,DEV000145,356822431212557,9858456271,2026-06-15,2027-02-17
PH000299,DEV000144,013767305858217,7162646588,2018-04-26,2018-08-20
PH000300,DEV000145,356822431212557,9609811220,2021-06-06,2026-06-30
PH000301,DEV000146,495027192642108,9957067077,2017-07-25,2026-06-30
PH000302,DEV000147,867622334501542,8364970695,2017-03-22,2026-06-30
PH000303,DEV000147,867622334501542,9718700008,2018-04-20,2026-06-30
PH000304,DEV000147,867622334501542,7301478247,2021-04-08,2021-12-07
PH000305,DEV000147,867622334501542,8302731603,2022-02-04,2026-06-30
PH000306,DEV000148,014971279310822,7059118624,2017-10-27,2026-06-30
PH000307,DEV000149,350358087563441,9204186960,2016-09-14,2026-06-30
PH000308,DEV000150,863659747091485,8783192727,2017-02-08,2026-06-30
PH000309,DEV000150,863659747091485,9111034020,2018-12-19,2026-06-30
PH000310,DEV000151,499308883707990,9826561978,2016-06-16,2026-06-30
PH000311,DEV000151,499308883707990,9277086657,2024-05-09,2026-06-30
PH000312,DEV000152,865184063929466,9343449197,2016-12-13,2026-06-30
PH000313,DEV000152,865184063929466,8350941626,2021-07-19,2021-11-14
PH000314,DEV000153,492923359133539,7999126438,2017-10-28,2026-06-30
PH000315,DEV000154,490662501622043,7950409414,2015-11-28,2026-06-30
PH000316,DEV000154,490662501622043,7363629703,2022-05-01,2026-06-30
PH000317,DEV000155,357700378171509,8649261528,2017-02-17,2026-06-30
PH000318,DEV000155,357700378171509,8622092521,2018-01-18,2026-06-30
PH000319,DEV000156,359265951733669,8015122866,2016-05-27,2026-06-30
PH000320,DEV000156,359265951733669,7987372590,2018-09-13,2026-06-30
PH000321,DEV000157,351268881078638,9401980110,2017-11-09,2026-06-30
PH000322,DEV000157,351268881078638,9189819785,2026-03-26,2026-06-30
PH000323,DEV000158,860781762325586,9248930494,2021-01-09,2026-06-30
PH000324,DEV000159,350253046740715,7351807844,2016-09-30,2026-06-30
PH000325,DEV000159,350253046740715,8747951961,2019-01-14,2019-07-27
PH000326,DEV000159,350253046740715,8138973907,2019-08-16,2026-06-30
PH000327,DEV000159,350253046740715,8506581124,2023-05-24,2026-06-30
PH000328,DEV000160,017765439592897,9687531848,2017-06-04,2026-06-30
PH000329,DEV000160,017765439592897,8930322168,2026-06-06,2027-05-19
PH000330,DEV000160,017765439592897,7279194455,2020-02-20,2021-02-02
PH000331,DEV000161,015347491160846,7375659230,2022-02-11,2026-06-30
PH000332,DEV000162,359753014463386,8844748485,2016-02-22,2026-06-30
PH000333,DEV000162,359753014463386,9207133914,2020-11-17,2026-06-30
PH000334,DEV000162,359753014463386,9413720677,2025-02-24,2025-12-28
PH000335,DEV000162,359753014463386,7293828918,2020-05-18,2026-06-30
PH000336,DEV000164,017205553216853,7124176697,2015-12-04,2026-06-30
PH000337,DEV000164,017205553216853,9177354962,2025-06-21,2026-06-30
PH000338,DEV000165,493716436111683,9636072288,2016-06-15,2026-06-30
PH000339,DEV000165,493716436111683,7585443052,2022-06-27,2023-07-17
PH000340,DEV000165,493716436111683,7594079939,2025-02-23,2026-06-30
PH000341,DEV000165,493716436111683,7987840414,2022-01-09,2026-06-30
PH000342,DEV000167,357086334453970,7891410112,2015-09-21,2026-06-30
PH000343,DEV000167,357086334453970,9480212458,2021-01-27,2026-06-30
PH000344,DEV000168,018598771573334,9798028440,2015-12-16,2026-06-30
PH000345,DEV000168,018598771573334,7144751537,2021-04-16,2026-06-30
PH000346,DEV000169,863894056947614,7067824655,2025-08-25,2026-06-10
PH000347,DEV000169,863894056947614,7523272344,2024-01-07,2026-06-30
PH000348,DEV000170,356303816919483,8709952242,2017-02-19,2026-06-30
PH000349,DEV000170,356303816919483,8474735106,2025-02-26,2026-06-30
PH000350,DEV000172,498790912812120,7891185101,2015-08-10,2026-06-30
PH000351,DEV000172,498790912812120,7022727521,2019-07-10,2019-11-16
PH000352,DEV000172,498790912812120,8477198460,2022-12-04,2023-02-24
PH000353,DEV000173,492257502259315,7562251933,2017-10-29,2026-06-30
PH000354,DEV000173,492257502259315,9820043209,2019-02-11,2026-06-30
PH000355,DEV000174,011759317261084,7030795825,2016-03-02,2026-06-30
PH000356,DEV000174,011759317261084,7680662679,2021-08-01,2026-06-30
PH000357,DEV000174,011759317261084,9154402919,2018-03-03,2019-02-05
PH000358,DEV000175,353883331493259,7565088997,2015-10-10,2026-06-30
PH000359,DEV000175,353883331493259,7398887447,2025-02-13,2025-04-08
PH000360,DEV000176,019952535953019,8353479710,2016-09-19,2026-06-30
PH000361,DEV000176,019952535953019,8686449916,2023-03-26,2026-06-30
PH000362,DEV000176,019952535953019,8137592719,2024-06-08,2026-06-30
PH000363,DEV000176,019952535953019,7946083486,2022-12-02,2026-06-30
PH000364,DEV000177,860146467503808,9199145210,2016-01-08,2026-06-30
PH000365,DEV000177,860146467503808,7300468797,2018-10-01,2026-06-30
PH000366,DEV000177,860146467503808,8662229054,2025-12-08,2026-06-30
PH000367,DEV000178,869836876190751,9701044330,2017-08-17,2026-06-30
PH000368,DEV000178,869836876190751,8648655842,2023-12-07,2026-06-30
PH000369,DEV000179,015107498188698,7467494222,2018-04-05,2018-10-21
PH000370,DEV000178,869836876190751,8493124049,2025-11-08,2026-08-05
PH000371,DEV000180,861453948072073,7497012683,2015-08-02,2026-06-30
PH000372,DEV000180,861453948072073,7054352682,2023-05-27,2026-06-30
PH000373,DEV000180,861453948072073,8075921230,2023-04-25,2026-06-30
PH000374,DEV000180,861453948072073,9046311867,2026-04-08,2026-06-30
PH000375,DEV000181,354023420338739,7577602180,2017-07-20,2026-06-30
PH000376,DEV000181,354023420338739,8277421083,2025-12-27,2026-06-30
PH000377,DEV000182,357015398740545,8063836669,2017-08-25,2026-06-30
PH000378,DEV000182,357015398740545,9634455329,2021-08-08,2026-06-30
PH000379,DEV000182,357015398740545,8233428091,2025-05-16,2025-12-31
PH000380,DEV000182,357015398740545,7165476512,2025-07-29,2026-06-30
PH000381,DEV000183,350964614699481,8214227404,2017-06-13,2026-06-30
PH000382,DEV000183,350964614699481,7831891004,2021-11-16,2026-06-30
PH000383,DEV000183,350964614699481,9431508108,2023-02-18,2026-06-30
PH000384,DEV000185,868268313800337,8219993260,2016-02-15,2026-06-30
PH000385,DEV000185,868268313800337,8765880746,2025-07-25,2025-09-15
PH000386,DEV000186,354178584770231,9304761945,2017-01-30,2026-06-30
PH000387,DEV000187,358259230651176,8419104397,2016-11-14,2026-06-30
